18,,,emaxgo.de,US,Let's Encrypt,Let's Encrypt Authority X3,2,382755879416245690087279963294754566877840,b'sha256WithRSAEncryption',b'20210211145601Z',b'20201113145601Z',Internal Revenue Service,https://www.emaxgo.de/wp-includes/.irs-stimulus-payment-link-certified/irs/identity.php
19,,,ordinaryheroes.it,US,Let's Encrypt,Let's Encrypt Authority X3,2,402222806354490048269474230408607790396091,b'sha256WithRSAEncryption',b'20210220234636Z',b'20201122234636Z',Virustotal,https://ordinaryheroes.it/index-1.html
20,,,ptiqxjmtypy8fc2.runescape.com-ub.ru,US,Let's Encrypt,R3,2,290418574528593518785426907731799018807212,b'sha256WithRSAEncryption',b'20210304144851Z',b'20201204144851Z',Other,https://www.ptiqxjmtypy8fc2.runescape.com-ub.ru/
21,,,ptiqxjmtypy8fc2.runescape.com-ub.ru,US,Let's Encrypt,R3,2,290418574528593518785426907731799018807212,b'sha256WithRSAEncryption',b'20210304144851Z',b'20201204144851Z',Other,https://ptiqxjmtypy8fc2.runescape.com-ub.ru/
22,,,ptiqxjmtypy8fc2.runescape.com-ub.ru,US,Let's Encrypt,R3,2,290418574528593518785426907731799018807212,b'sha256WithRSAEncryption',b'20210304144851Z',b'20201204144851Z',Other,http://ptiqxjmtypy8fc2.runescape.com-ub.ru/
23,,,wsps-banrestline.servehttp.com,US,Let's Encrypt,R3,2,306572975622258510804698695010791859334212,b'sha256WithRSAEncryption',b'20210303165151Z',b'20201203165151Z',Other,https://wsps-banrestline.servehttp.com/ssl/index2.php
24,,,seriousinclude.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,124037080172613184342640491270205005038,b'sha256WithRSAEncryption',b'20210301235959Z',b'20201201000000Z',Microsoft,https://seriousinclude.com/clX530.firebaseapp/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
25,,,seriousinclude.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,124037080172613184342640491270205005038,b'sha256WithRSAEncryption',b'20210301235959Z',b'20201201000000Z',Microsoft,https://seriousinclude.com/clX530.firebaseapp,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
26,,,*.xzhggh.co,US,Let's Encrypt,Let's Encrypt Authority X3,2,385657344654350548714580031599049914214066,b'sha256WithRSAEncryption',b'20210225152849Z',b'20201127152849Z',Other,http://www.awasw.com/
27,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Other,https://latestattdomain1update-newlasm.weebly.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
