20,,,*.informativa-conto.it,IT,Actalis S.p.A.,Actalis Domain Validation Server CA G3,2,62446265399055622254313068066448058038,b'sha256WithRSAEncryption',b'20211205143457Z',b'20201205143457Z',Other,https://www.informativa-conto.it,"http://crl06.actalis.it/Repository/AUTHDV-G3/getLastCRL
"
21,,,my3.limited,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,191841426548808941525718825313881682054,b'sha256WithRSAEncryption',b'20211206235959Z',b'20201206000000Z',Other,https://my3.limited
22,,,*.informativa-conto.it,IT,Actalis S.p.A.,Actalis Domain Validation Server CA G3,2,62446265399055622254313068066448058038,b'sha256WithRSAEncryption',b'20211205143457Z',b'20201205143457Z',Other,https://www.informativa-conto.it/accesso_banca/sella.it/step_one.jsp.php,"http://crl06.actalis.it/Repository/AUTHDV-G3/getLastCRL
"
23,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Other,https://curently35554.weebly.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
24,,,homs.com.br,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,132983279457696091557948161107952191788,b'sha256WithRSAEncryption',b'20210107235959Z',b'20201009000000Z',Other,https://www.homs.com.br/assest/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
25,,,homs.com.br,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,132983279457696091557948161107952191788,b'sha256WithRSAEncryption',b'20210107235959Z',b'20201009000000Z',Other,https://www.homs.com.br/assest,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
26,,,device-security-verify.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,51797028005790044733302838397957941856,b'sha256WithRSAEncryption',b'20211207235959Z',b'20201207000000Z',Other,https://www.device-security-verify.com/Login.php
27,,,securedatabreach-alert.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,224411335181533421521277607519770477789,b'sha256WithRSAEncryption',b'20211207235959Z',b'20201207000000Z',Other,https://www.securedatabreach-alert.com/Login.php
28,,,security-resolvesuspension.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,7028580863311601228393589712691233234,b'sha256WithRSAEncryption',b'20211207235959Z',b'20201207000000Z',Other,https://www.security-resolvesuspension.com/Login.php
29,,,signin-digitalbanking-secure.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,131759087428347080838996489441406583084,b'sha256WithRSAEncryption',b'20211207235959Z',b'20201207000000Z',Other,https://www.signin-digitalbanking-secure.com/Login.php
30,,,alerts-securitynotice.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,59252941376106110202690822522152904450,b'sha256WithRSAEncryption',b'20211207235959Z',b'20201207000000Z',Other,https://www.alerts-securitynotice.com/Login.php
31,,,validate-secured-security.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,290797754242490665342587936931607402670,b'sha256WithRSAEncryption',b'20211207235959Z',b'20201207000000Z',Other,https://www.validate-secured-security.com/Login.php
32,,,validate-newdevice-secure-uk.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,237881431617068651303400675877475812148,b'sha256WithRSAEncryption',b'20211207235959Z',b'20201207000000Z',Other,https://www.validate-newdevice-secure-uk.com/Login.php
33,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12744944434471948612497768323518296492,b'ecdsa-with-SHA256',b'20211206235959Z',b'20201207000000Z',Other,https://removepayee-natwest.com/Login.php,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
34,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12744944434471948612497768323518296492,b'ecdsa-with-SHA256',b'20211206235959Z',b'20201207000000Z',Other,http://removepayee-natwest.com/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
35,,,alerteddevice-deregister-secured.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,157700682483048934822321855945148254354,b'sha256WithRSAEncryption',b'20211207235959Z',b'20201207000000Z',Other,https://www.alerteddevice-deregister-secured.com/Login.php
36,,,info.securelink-payees.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,205520127783606566397078327841798198796,b'sha256WithRSAEncryption',b'20211207235959Z',b'20201207000000Z',Other,http://info.securelink-payees.com/
37,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',Other,http://fa61f1bo.firebaseapp.com/,"http://crl.pki.goog/GTS1O1.crl
"
38,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,http://m-facebook-com--07zyg0p-dot-srtrkr.appspot.com/login,"http://crl.pki.goog/GTS1O1core.crl
"
39,,,activitydevice-l-plc.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,164176988044487858568314628913386395314,b'sha256WithRSAEncryption',b'20211207235959Z',b'20201207000000Z',Other,https://activitydevice-l-plc.com/LLOYDS
40,,,mail.teachingsimply.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,357296011395095500972506190236621184235255,b'sha256WithRSAEncryption',b'20210206121558Z',b'20201108121558Z',Other,https://teachingsimply.com/test/
41,,,krsrvresort.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,33838298763133978661777170875344514314,b'sha256WithRSAEncryption',b'20210704235959Z',b'20200704000000Z',Other,https://krsrvresort.com/.well-known/businessfile/Excel_Spreadsheet/Excel_Danil/Excel_New/excelz/bizmail.php?
42,,,www.gurukrupasolar.thevimax.com,US,Let's Encrypt,R3,2,291054313223591220707131486149704570041764,b'sha256WithRSAEncryption',b'20210306050758Z',b'20201206050758Z',Other,https://navkarengimech.in/ID/help/c1957/
43,,,smbcss.cc,US,Let's Encrypt,R3,2,319039429070713006202698307368632096467844,b'sha256WithRSAEncryption',b'20210308105926Z',b'20201208105926Z',Other,https://www.smbcss.cc/pc/index.php?key=a@b.c&amp;openid.assoc_handle=jpflex&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.mode=checkid_setup&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;openid.pape.max_auth_age=0&amp;openid.return_to=https://www.smbc.co.jp/?ref_=nav_em_hd_re_signin&amp;ref_=nav_em_hd_clc_signinhttps://www.smbc.co.jp
44,,,smbcss.cc,US,Let's Encrypt,R3,2,319039429070713006202698307368632096467844,b'sha256WithRSAEncryption',b'20210308105926Z',b'20201208105926Z',Other,https://www.smbc.co.jp.smbcss.cc/pc/index.php?key=a@b.c&amp;openid.assoc_handle=jpflex&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.mode=checkid_setup&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;openid.pape.max_auth_age=0&amp;openid.return_to=https://www.smbc.co.jp/?ref_=nav_em_hd_re_signin&amp;ref_=nav_em_hd_clc_signinhttps://www.smbc.co.jp
45,,,hmrc-claim-a-tax-refund.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,331042169455453648397194095356907376376,b'sha256WithRSAEncryption',b'20211207235959Z',b'20201207000000Z',Other,https://hmrc-claim-a-tax-refund.com/
46,,,bamericaonline.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,270857524647907698758816401003387375026,b'sha256WithRSAEncryption',b'20211125235959Z',b'20201125000000Z',Other,https://www.bamericaonline.com/
