14,,,rakuten.co.jp.qot184.icu,US,Let's Encrypt,Let's Encrypt Authority X3,2,413469447649703134435923583627651155190956,b'sha256WithRSAEncryption',b'20210223060348Z',b'20201125060348Z',Other,https://rakuten.co.jp.rm8vw2.icu/
15,,,dbtimorleste.org,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,59197142726525610072812730709811923771,b'sha256WithRSAEncryption',b'20210220235959Z',b'20201122000000Z',Other,https://dbtimorleste.org/eSign/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
16,,,autodiscover.intech.net.pk,US,Let's Encrypt,Let's Encrypt Authority X3,2,272202188913046035117581180949805415346556,b'sha256WithRSAEncryption',b'20210211002927Z',b'20201113002927Z',Other,https://intech.net.pk/ALTA.htm
17,,,cpcontacts.waterdamagehotline.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,320371531440318482454467365969451597421825,b'sha256WithRSAEncryption',b'20210113183217Z',b'20201015183217Z',Other,https://waterdamagehotline.com/CD/ALTA.htm
18,,,kutschergwoelb.at,US,Let's Encrypt,Let's Encrypt Authority X3,2,282911528797229404190506611841143509064784,b'sha256WithRSAEncryption',b'20210129005223Z',b'20201031005223Z',Other,https://kutschergwoelb.at/e1c5c4a6d4/online-gov/wikipedia/
19,,,njeducationadvocate.com,US,Network Solutions L.L.C.,Network Solutions DV Server CA 2,2,118616234036924608681209186546836637626,b'sha256WithRSAEncryption',b'20210911235959Z',b'20190916000000Z',Other,https://njeducationadvocate.com/wp-boss/,"http://crl.netsolssl.com/NetworkSolutionsDVServerCA2.crl
"
20,,,avtaha.org.il,US,Let's Encrypt,Let's Encrypt Authority X3,2,268407805507452210074898137413004519865307,b'sha256WithRSAEncryption',b'20210217211751Z',b'20201119211751Z',Optus,https://www.avtaha.org.il/wp-content/admin/3ce5454a7a9f7ced04847d53e0da5aa3101bdbf8a62317b8791c18ba5fc5de94285034372bea208fc25a72e377ae3aa658f4b6a93fffb588e396477a80f323f8031f5e78e3f6cf4965dc94cf1ffa5628f2d5a52a74/index.php
21,,,www.amaen.co.jp.mffxxw.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,335517300976976714649270039561932373991098,b'sha256WithRSAEncryption',b'20210221012109Z',b'20201123012109Z',Amazon.com,https://www.amaen.co.jp.pkwwwqx.cn/pc/
22,US,International Business Machines Corporation,*.mybluemix.net,US,DigiCert Inc,DigiCert SHA2 Secure Server CA,2,2653141548861100377953177676536841593,b'sha256WithRSAEncryption',b'20220714120000Z',b'20200411000000Z',Other,https://e87c06c73e1e84ab8966f3ec0e39c7dd4.mybluemix.net/#abuse@ionos.com,"http://crl4.digicert.com/ssca-sha2-g6.crl
"
23,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,4870893777553737387989068647831556097,b'ecdsa-with-SHA256',b'20210803120000Z',b'20200803000000Z',Other,https://tinyurl.com/yyvm8qr5,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
24,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Other,https://777364885782997125.weebly.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
25,,,amazon-tokyo-jp.xyz,US,Let's Encrypt,Let's Encrypt Authority X3,2,306659443398526933555340446235833868533235,b'sha256WithRSAEncryption',b'20210223035550Z',b'20201125035550Z',Other,http://AMAZON-TOKYO-JP.XYZ/
26,,,rakuten-tokyo.xyz,US,Let's Encrypt,Let's Encrypt Authority X3,2,393124436615609564941498622400732140595293,b'sha256WithRSAEncryption',b'20210223031541Z',b'20201125031541Z',Other,https://rakuten-tokyo.xyz/
27,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Other,https://5178424428606005.weebly.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
28,,,milhas-itau24hrs.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,330383225017242257271160187270174905725207,b'sha256WithRSAEncryption',b'20210222180202Z',b'20201124180202Z',Other,http://milhas-itau24hrs.com/
29,,,milhas-itau24hrs.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,330383225017242257271160187270174905725207,b'sha256WithRSAEncryption',b'20210222180202Z',b'20201124180202Z',Other,https://milhas-itau24hrs.com/
30,,,signinog-amnzon.in,US,Let's Encrypt,Let's Encrypt Authority X3,2,412775816585770581258168953704960352575470,b'sha256WithRSAEncryption',b'20210222112747Z',b'20201124112747Z',Other,https://www.amaonzo.co.jp.signinog-amnzon.in/
31,,,avtaha.org.il,US,Let's Encrypt,Let's Encrypt Authority X3,2,268407805507452210074898137413004519865307,b'sha256WithRSAEncryption',b'20210217211751Z',b'20201119211751Z',Other,https://www.avtaha.org.il/wp-content/admin/a53b126053943d5819bb075a3bda1f6484076c9a7151c9c306ffaf8ba65909f6260f16785562abf48ebf1f83dd25faf78366c41ed4624317ade1e72a03a528b82bd1028bd3806bddb2c126a120ddcf42b71ad92de0/index.php
32,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Other,https://dguufrifijprefeiofijokpeqdwq.weebly.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
33,,,lloydsbank.remove-payees.work,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,122967285946287172857096943280111888641,b'sha256WithRSAEncryption',b'20211002235959Z',b'20201002000000Z',Other,https://www.lloydsbank.remove-payees.work/
34,,,lloydsbank.remove-payees.work,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,122967285946287172857096943280111888641,b'sha256WithRSAEncryption',b'20211002235959Z',b'20201002000000Z',Other,https://www.lloydsbank.remove-payees.work/Login.php
35,,,modernofficedecor.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,120764357994456736678824765603536800510,b'sha256WithRSAEncryption',b'20210218235959Z',b'20201120000000Z',Other,https://modernofficedecor.com/index.php?email=REDACTED,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
36,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,11390826332360580844831550446714284017,b'ecdsa-with-SHA256',b'20210812120000Z',b'20200812000000Z',Other,https://urlz.fr/ekkz,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
37,,,sarthamicrofinance.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,155169490479659646885861311234734457398,b'sha256WithRSAEncryption',b'20210128235959Z',b'20201030000000Z',Other,https://sarthamicrofinance.com/login/index.htm?ru=https://www.ebay.de/s6F3NTF2IQQ3IyY,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
38,,,chat-whatsapp.grupnotnot.devv-eventttz1.tk,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,9631235118965842792298490225237182469,b'sha256WithRSAEncryption',b'20210222235959Z',b'20201124000000Z',Other,https://chat-whatsapp.grupnotnot.devv-eventttz1.tk/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
39,,,rnsmazon.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,257894986333859634681903784548686877917,b'sha256WithRSAEncryption',b'20211124235959Z',b'20201124000000Z',Other,https://rnsmazon.com/
40,,,psbglobal.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,277964325018257406263227112110837711388359,b'sha256WithRSAEncryption',b'20210212072923Z',b'20201114072923Z',Other,https://psbglobal.com/red/1drvoff/index.html
41,,,manuscript.ge,US,Let's Encrypt,Let's Encrypt Authority X3,2,428592644746787089319512741224190025137866,b'sha256WithRSAEncryption',b'20201229191310Z',b'20200930191310Z',Other,https://manuscript.ge/uploads/KOLEQCIA/online.tsb.co.uk/index.php
42,US,Oracle Corporation,objectstorage.uk-london-1.oraclecloud.com,US,DigiCert Inc,DigiCert SHA2 Secure Server CA,2,7309726397920701077030105554822052386,b'sha256WithRSAEncryption',b'20210306120000Z',b'20200205000000Z',Other,https://objectstorage.uk-london-1.oraclecloud.com/n/lracbryy1odq/b/November-update/o/index.html,"http://crl4.digicert.com/ssca-sha2-g6.crl
"
43,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,5493028928494010873962012073756468621,b'ecdsa-with-SHA256',b'20211123235959Z',b'20201124000000Z',Other,https://www.secure-verifydevice.com/Login.php,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
44,,,canceldevice-auth.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,36411380458297506965754050027171222706,b'sha256WithRSAEncryption',b'20211122235959Z',b'20201122000000Z',Other,http://canceldevice-auth.com/
45,,,centerpontosmultipresente.center,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,33749403970945844902973538649749546185,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,https://centerpontosmultipresente.center/promocao/descontao/card/home.php
46,,,centerpontosmultipresente.center,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,33749403970945844902973538649749546185,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,https://centerpontosmultipresente.center/promocao/descontao/card/cadastro/promocao.php
