13,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Other,https://internetconnecttech.weebly.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
14,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Other,https://att-crntly.weebly.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
15,,,www.happysoul.co.za,US,Let's Encrypt,Let's Encrypt Authority X3,2,379356976909411542380239021744592939314555,b'sha256WithRSAEncryption',b'20210209211413Z',b'20201111211413Z',ABSA Bank,https://happysoul.co.za/sncp/init.php
16,,,cpanel.pubgxwinner.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,384288127450255418154398416056060074636726,b'sha256WithRSAEncryption',b'20210222051307Z',b'20201124051307Z',Facebook,http://pubgxwinner.com/
17,,,cpanel.pubgxwinner.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,384288127450255418154398416056060074636726,b'sha256WithRSAEncryption',b'20210222051307Z',b'20201124051307Z',Facebook,https://pubgxwinner.com/
18,,,www.apius-co-jp-un.monster,US,Let's Encrypt,Let's Encrypt Authority X3,2,430155942896370845172209579039844328701884,b'sha256WithRSAEncryption',b'20210222125119Z',b'20201124125119Z',Other,https://www.apius-co-jp-un.monster/
19,,,gloup.com.au,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,158770904767734042927332745812610240172,b'sha256WithRSAEncryption',b'20210110235959Z',b'20201012000000Z',ABSA Bank,https://gloup.com.au/sncp/init.php,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
20,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,11581405555526630700749926333852352496,b'ecdsa-with-SHA256',b'20211105235959Z',b'20201106000000Z',Visa,https://www.snaksball.com/survey/22993/source=5fb5a4985731dd418b522acd/subid=5fb5a4985731dd418b522acd&amp;firstname=&amp;lastname=&amp;address=&amp;zip=&amp;city=&amp;email=&amp;phone=/nrp=5fbd31a45731dd418b5fea45,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
21,,,flughafentaxi-vip-airporttaxi.at,US,Let's Encrypt,Let's Encrypt Authority X3,2,392903541443724544263635404760323954664190,b'sha256WithRSAEncryption',b'20210209012440Z',b'20201111012440Z',ABSA Bank,https://flughafentaxi-vip-airporttaxi.at/sncp/init.php
22,US,Google LLC,web.app,US,Google Trust Services,GTS CA 1O1,2,2839227606052631490449856778236829062,b'sha256WithRSAEncryption',b'20210414223023Z',b'20200415223023Z',Other,https://lien-secur.web.app/,"http://crl.pki.goog/GTS1O1.crl
"
23,,,login.lifemitra.in,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,210438698025961068621185931436952204480,b'sha256WithRSAEncryption',b'20210209235959Z',b'20201111000000Z',Other,https://login.lifemitra.in/vendor/phpunit/phpunit/src/Util/PHP/messagerievocale/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
24,,,gigatrans.ua,US,Let's Encrypt,Let's Encrypt Authority X3,2,296775174107093681463537103112371855453195,b'sha256WithRSAEncryption',b'20210111221330Z',b'20201013221330Z',ABSA Bank,https://gigatrans.ua/sncp/init.php
25,,,bestcheinge.us,US,Let's Encrypt,Let's Encrypt Authority X3,2,428062382118605900239087351195496886701039,b'sha256WithRSAEncryption',b'20210222145228Z',b'20201124145228Z',Other,https://bestcheinge.us/
